match_id,kickoff_utc,home,away,actual_h,actual_a,actual_outcome,model_name,lambda_h,lambda_a,p_home,p_draw,p_away,rps,nll,rmse_h,rmse_a,inference_run_id,cadence_mode
1538999,2026-06-12 02:00:00+00:00,South Korea,Czechia,2,1,0,xgboost,1.1313908100128174,1.1566473245620728,0.3514751305802631,0.2845452762350143,0.3639795931847226,0.2765328252554015,2.5887643698138403,0.8686091899871826,0.1566473245620727,4f6ce4f0808b43fcb68d4acf10c5f1a8,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,bayesian_poisson,1.540419667884658,0.7586726840928926,0.5594947538296565,0.2566808805810293,0.183824365589314,0.1734128884736109,2.1432223019174823,0.540419667884658,0.2413273159071074,f123b4b25b744a3aa71148e02121102c,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,mean_rate_poisson,1.3231506439053609,1.3231506439053609,0.3693939112003024,0.2612121775993952,0.3693939112003024,0.1364518616318569,2.086269799737906,0.3231506439053608,0.3231506439053608,f123b4b25b744a3aa71148e02121102c,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,negbin_glm,1.52714949991474,0.7295549774218913,0.5638158353037835,0.2581444619723855,0.1780397027238309,0.1747932159426466,2.1486221022641185,0.5271494999147399,0.2704450225781086,f123b4b25b744a3aa71148e02121102c,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,poisson_glm,1.5215078272427127,0.7566502339896719,0.5551528303390748,0.2590689854747503,0.1857781841861749,0.1713540993764989,2.1373104010705655,0.5215078272427127,0.2433497660103281,f123b4b25b744a3aa71148e02121102c,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,random_forest,1.8891222907641223,0.7372719730607573,0.6470668511357907,0.2141045346008608,0.1388286142633485,0.2189844469885345,2.2950803666869595,0.8891222907641223,0.2627280269392427,f123b4b25b744a3aa71148e02121102c,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,ridge,1.83535212095616,0.752164506636881,0.6315408806094418,0.2208576515690473,0.1476014678215106,0.2103150385920068,2.2650804930969697,0.8353521209561601,0.247835493363119,f123b4b25b744a3aa71148e02121102c,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,sarimax,1.9631476551404865,0.7449843664356105,0.6606538166746384,0.2061561718893831,0.1331900114359785,0.2271015223165414,2.3279749354594967,0.9631476551404864,0.2550156335643895,f123b4b25b744a3aa71148e02121102c,frozen
1539000,2026-06-12 19:00:00+00:00,Canada,Bosnia and Herzegovina,1,1,1,xgboost,1.7539693117141724,0.7592405080795288,0.6113394289819825,0.2305805148694226,0.1580800561485948,0.1993626007899796,2.2267650990095262,0.7539693117141724,0.2407594919204712,f123b4b25b744a3aa71148e02121102c,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,bayesian_poisson,1.010125816808349,1.646580313752256,0.2320743065509311,0.2454079653402986,0.5225177281087703,0.4313673234235919,5.295759784024215,2.989874183191651,0.6465803137522561,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,mean_rate_poisson,1.3231506439053609,1.3231506439053609,0.3693939112003024,0.2612121775993952,0.3693939112003024,0.2670579504315545,4.4242763979766275,2.676849356094639,0.3231506439053608,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,negbin_glm,0.970855106006418,1.6149310918526965,0.2270616056477931,0.2486608397901697,0.5242775545620372,0.4361503578406587,5.40285991298636,3.029144893993582,0.6149310918526965,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,poisson_glm,0.9977928130274644,1.633009053784412,0.2310566790627589,0.2467708308338062,0.5221724901034348,0.4319689701174073,5.3272698445215765,3.0022071869725355,0.633009053784412,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,random_forest,1.033606067320707,1.335541783594907,0.2892853619921841,0.2747450978381563,0.4359695401696596,0.3475923683171626,5.125649744870884,2.966393932679293,0.335541783594907,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,ridge,1.2475576991997137,1.5555412019348551,0.3058288510485693,0.2492648455200378,0.4449063034313928,0.339907601434768,4.65457800882384,2.7524423008002863,0.5555412019348551,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,sarimax,1.26852563741823,1.724306781773103,0.2821885986441751,0.236563620900854,0.4812477804549707,0.3734263170546245,4.674639902794401,2.73147436258177,0.724306781773103,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489370,2026-06-13 01:00:00+00:00,United States,Paraguay,4,1,0,xgboost,0.9639362692832948,1.26541268825531,0.2824952539798178,0.284726121847684,0.4327786241724982,0.3510551990510633,5.318924872171344,3.0360637307167053,0.26541268825531,d034ac95a43e41ee883e334f3dc61ca3,frozen
1489373,2026-06-13 19:00:00+00:00,Qatar,Switzerland,1,1,1,bayesian_poisson,0.5332127638054043,2.615254468042981,0.0542267721176999,0.1271732153515563,0.8186000125307437,0.3365232616648193,2.8159405809952336,0.4667872361945957,1.615254468042981,c319e570fd2a412a88d4a6bc0b1d251e,frozen
1489373,2026-06-13 19:00:00+00:00,Qatar,Switzerland,1,1,1,mean_rate_poisson,1.3231506439053609,1.3231506439053609,0.3693939112003024,0.2612121775993952,0.3693939112003024,0.1364518616318569,2.086269799737906,0.3231506439053608,0.3231506439053608,c319e570fd2a412a88d4a6bc0b1d251e,frozen
1489373,2026-06-13 19:00:00+00:00,Qatar,Switzerland,1,1,1,negbin_glm,0.4965523781772469,2.793487970014666,0.0429876802357579,0.1098773575368457,0.8471349622273963,0.3597427924400319,2.962815670947376,0.503447621822753,1.7934879700146662,c319e570fd2a412a88d4a6bc0b1d251e,frozen
1489373,2026-06-13 19:00:00+00:00,Qatar,Switzerland,1,1,1,poisson_glm,0.5533948544188593,2.5710543115185867,0.0588200942561561,0.1326169713816723,0.8085629343621714,0.3286169111563341,2.7718166230052304,0.4466051455811407,1.5710543115185869,c319e570fd2a412a88d4a6bc0b1d251e,frozen
